username,location,sentiment,sentiment-score,text,time_zone,created_at,place,lang,quote_count,reply_count,retweeted,retweet_count,favorited,favorite_count,timestamp_ms,followers_count,friends_count,statuses_count
Orlando FL VR,"Florida, USA",POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",,Sun Mar 18 05:04:47 +0000 2018,,en,0,0,False,0,False,0,1521349487207,412,903,9147
かずひろ,ほぼ埼玉県民みたいなモン,NEUTRAL,0.5633968115,結局GMOにするっていう,Tokyo,Sun Mar 18 05:05:13 +0000 2018,,ja,0,0,False,0,False,0,1521349513057,1599,1402,89644
无定创客 Brian,Hong Kong,POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",Hong Kong,Sun Mar 18 05:05:58 +0000 2018,,en,0,0,False,0,False,0,1521349558600,112,51,12407
Hans Ridal,,POSITIVE,0.7773942351,"For Seasonal Allergy Relief: An All Natural, Whole Food and Non-GMO Allergies Remedy that Works! https://t.co/A1i0TLwulA",Pacific Time (US & Canada),Sun Mar 18 05:06:04 +0000 2018,,en,0,0,False,0,False,0,1521349564288,1,0,386
aliochaka,"London, England",NEGATIVE,0.1990187615,Did they start chanting mantras? https://t.co/u9sDfJU5WL,Pacific Time (US & Canada),Sun Mar 18 05:06:33 +0000 2018,,en,0,0,False,0,False,0,1521349593890,23,190,1210
Melodena,"Germany, UAE",POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",Berlin,Sun Mar 18 05:06:52 +0000 2018,,en,0,0,False,0,False,0,1521349612074,1857,2205,24221
副業は福業,,NEGATIVE,0.3266330957,【記事】GMOが何したっていうんだ麻生 https://t.co/gGJrNtp3Bi … Source: 仮想通貨アンテナ Source: ビットコインアンテナ最新版 Source: 仮想通 https://t.co/gqHsowh1pO,Pacific Time (US & Canada),Sun Mar 18 05:07:21 +0000 2018,,ja,0,0,False,0,False,0,1521349641483,6207,6170,57021
Bio Nature,Global,NEGATIVE,0.2081343085,Gene Expression In The Whitefly Bemisia Tabaci Associated With Plant Virus Transmission. [https://t.co/ETWPSjjmd7] https://t.co/wm9JTiQowZ,Caracas,Sun Mar 18 05:08:26 +0000 2018,,en,0,0,False,0,False,0,1521349706609,617,175,101426
葉山 優,東京,NEUTRAL,0.5155084729,"あなたに解決できない問題は、あなたに起こらない。

【 熊谷正寿 GMO 】",,Sun Mar 18 05:08:43 +0000 2018,,ja,0,0,False,0,False,0,1521349723489,8798,4257,7778
Anil Monga,New Delhi,POSITIVE,0.9088695049000001,NATURELO One Daily Multivitamin for Men – with Whole Food Vitamins &amp; Organic Extracts – Natural Supplement – Best f… https://t.co/8vr4eqfcbj,New Delhi,Sun Mar 18 05:08:46 +0000 2018,,en,0,0,False,0,False,0,1521349726443,868,116,106945
E,Eastern Time Zone,POSITIVE,0.7898542881,"RT @HomegrownJoan: @barnta @careygillam @MonsantoCo Monsanto paid Uganda scientists for GMO experiments. As the #MonsantoPapers reveal, Mon…",Eastern Time (US & Canada),Sun Mar 18 05:08:49 +0000 2018,,en,0,0,False,0,False,0,1521349729592,409,1191,79473
仮想通貨初心者@キワ,日本,NEUTRAL,0.5605108738,"さらに下落が続きますね。もちろんガチホからのさらに買い増し予定です。
ちなみにXRPとADAの買い増しタイミングを伺ってます。
これからの動向はどうなるでしょうか？お時間ある方はポチッとお願いします。
#仮想通貨
#コインチェック… https://t.co/1fbcR4e4i6",,Sun Mar 18 05:10:14 +0000 2018,,ja,0,0,False,0,False,0,1521349814999,41,32,38
Keith Rowley,"Wichita, Kansas, USA",NEGATIVE,0.1071512476,"@micahtredding @chrishannigan84 Maybe, but I’m not sure we can actually produce enough organic non gmo crops to feed the world population.",Mountain Time (US & Canada),Sun Mar 18 05:10:25 +0000 2018,,en,0,0,False,0,False,0,1521349825308,545,230,98134
Canada150in150,,POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",Pacific Time (US & Canada),Sun Mar 18 05:10:44 +0000 2018,,en,0,0,False,0,False,0,1521349844078,2641,5001,3325
🤐,,POSITIVE,0.7171975374,"RT @BarstoolUofM: Clutch gene: 

1. An expression to describe an athlete's ability to perform well at the end of the game when there is a l…",Central Time (US & Canada),Sun Mar 18 05:11:49 +0000 2018,,en,0,0,False,0,False,0,1521349909835,867,549,18298
丹羽,,NEUTRAL,0.5633968115,GMOグループ運営の某仮想通貨取引所は、ド素人から仮想通貨の売りと買いを主体的にやっている人まで、皆さん使用しやすい販売所だと思います。,Pacific Time (US & Canada),Sun Mar 18 05:11:52 +0000 2018,,ja,0,0,False,0,False,0,1521349912026,340,69,5567
ココのShop,,POSITIVE,0.6002345681,"東証一部上場]GMOインターネットが運営する【 ConoHa VPS 】は、
Webからのお申し込み後すぐに使える、高速で高性能なレンタルサーバーです。
https://t.co/AzFGDLBf5X  https://t.co/m153BK1K2j",,Sun Mar 18 05:12:08 +0000 2018,,ja,0,0,False,0,False,0,1521349928498,2,23,1473
GaturiGo,,POSITIVE,0.6002345681,"東証一部上場]GMOインターネットが運営する【 ConoHa VPS 】は、
Webからのお申し込み後すぐに使える、高速で高性能なレンタルサーバーです。
https://t.co/2p7aGEjKNf  https://t.co/QXK77L6Cbe",Pacific Time (US & Canada),Sun Mar 18 05:12:23 +0000 2018,,ja,0,0,False,0,False,0,1521349943846,1,59,1070
Engineering Daily,"Atlanta, GA USA",NEGATIVE,0.33142241840000003,[Job] Starters en afstudeerders ICT-sector | Company: Genetics | Location: Almere FL  Netherlands | #Almere… https://t.co/q2InoSqeZx,Eastern Time (US & Canada),Sun Mar 18 05:12:43 +0000 2018,,en,0,0,False,0,False,0,1521349963176,12319,1994,506734
Engineering Daily,"Atlanta, GA USA",NEGATIVE,0.11874201890000001,[Job] Consulting Systems Engineer | Company: Cisco Meraki | Location: Amsterdam NH  Netherlands | #Amsterdam… https://t.co/4ZPeh3uRDV,Eastern Time (US & Canada),Sun Mar 18 05:12:43 +0000 2018,,en,0,0,False,0,False,0,1521349963715,12319,1994,506735
Engineering Daily,"Atlanta, GA USA",NEGATIVE,0.28486829999999996,[Job] Regional Sales Manager Netherlands | Company: Sunpower | Location: Amsterdam NH  Netherlands | #Amsterdam… https://t.co/703eNadsyT,Eastern Time (US & Canada),Sun Mar 18 05:12:44 +0000 2018,,en,0,0,False,0,False,0,1521349964242,12319,1994,506736
Engineering Daily,"Atlanta, GA USA",NEGATIVE,0.23103399570000002,[Job] Interface Engineer | Company: Cerner Corporation | Location: Den Haag ZH  Netherlands | #Den #Haag #Genetic… https://t.co/yEUkAUP9Ki,Eastern Time (US & Canada),Sun Mar 18 05:12:44 +0000 2018,,en,0,0,False,0,False,0,1521349964730,12319,1994,506737
Paul Catiang,,NEGATIVE,0.31890037660000004,"@tjdimacali I figured it was about gene expression, though my alarm bells didn't ring while reading the news. Anywa… https://t.co/UsBFSzpfTe",,Sun Mar 18 05:12:46 +0000 2018,,en,0,0,False,0,False,0,1521349966634,404,401,5134
Ruben,Poland / Gdańsk / Karczemki,NEUTRAL,0.440977037,RT @SustainablePuls: Tsargrad TV: Russia Preventing the US from Establishing a Global GMO Dictatorship #GMOs #Tsargrad #Russia... https://t…,Warsaw,Sun Mar 18 05:13:36 +0000 2018,,en,0,0,False,0,False,0,1521350016648,81,292,242
pieceofshirt,,POSITIVE,0.8563619852000001,"Rise Bar Non-GMO, Gluten Free, Organic Fruit and Nut Real Food Breakfast Snack Bar, No Artificial Sugars/Preservati… https://t.co/cbmPXuwhFL",Atlantic Time (Canada),Sun Mar 18 05:13:55 +0000 2018,,en,0,0,False,0,False,0,1521350035149,15005,14936,454589
O...G,"Nairobi, Kenya",POSITIVE,0.8906973004000001,"RT @UKenyatta: Visited the Centre for Genetic Engineering and Biotechnology, thereafter officially opened the Kenyan Embassy in Havana, #Cu…",,Sun Mar 18 05:14:07 +0000 2018,,en,0,0,False,0,False,0,1521350047095,2073,4658,3891
Ibrahim Mustafa,Maldives,NEGATIVE,0.3739349544,Astronaut's gene expression changed by year in space @CNNI https://t.co/KngWVKX5AS,Kuwait,Sun Mar 18 05:15:07 +0000 2018,,en,0,0,False,0,False,0,1521350107806,1360,308,3947
kuma kuma,"Tokyo, Japan",NEGATIVE,0.3457901478,GMOが金沢市にマイニング施設とのことだが、なぜ金沢か気になる。電気代が格段と安いわけでもなく、気温も北海道に比べればまだ暖かい印象。一方で、ショルーム化しているからクラウドマイニングサービスを利用する個人投資家への販売マーケ的側… https://t.co/H6x3uQUium,Pacific Time (US & Canada),Sun Mar 18 05:15:35 +0000 2018,,ja,0,0,False,0,False,0,1521350135298,96,66,1432
ManureTea Since 1924,California,POSITIVE,0.6732788682,The latest GMO/GE  Update! https://t.co/d2LpY13UOE Thanks to @NeedhiBhalla @TriStateNeighbr @ChilternSeeds #agriculture,Pacific Time (US & Canada),Sun Mar 18 05:15:43 +0000 2018,,en,0,0,False,0,False,0,1521350143305,15660,12614,212905
Justin Rickard,Rocky Mountains,POSITIVE,0.8008159399,"RT @ramez: Well, this is a bit trippy.  ""Genetically modified beetles grew fully functional third eye"".  

https://t.co/n9KRh018un",Pacific Time (US & Canada),Sun Mar 18 05:15:45 +0000 2018,,en,0,0,False,0,False,0,1521350145703,1591,1073,8459
不労所得Getﾟ♡ﾟ･｡,,NEUTRAL,0.5121428967,【お小遣い】インターネット界の雄、GMOが運営するお小遣いサイト。友達紹介制度の改良や新コンテンツの追加など成長度ＮＯ.１の注目サイトです！ 興味のある方は、ご覧ください。⇒ https://t.co/epja1S4NBC,,Sun Mar 18 05:16:12 +0000 2018,,ja,0,0,False,0,False,0,1521350172980,31,73,874
Andou＠基本順張り,,NEUTRAL,0.5680890083,イヤな思いをさせられた 理由が何であれ、 そこから学ぶべきものが 何かあるはず。 #熊谷正寿(GMOの創業者) https://t.co/jWbQodYZMN,,Sun Mar 18 05:17:06 +0000 2018,,ja,0,0,False,0,False,0,1521350226994,133,663,1035
Patrick Chan,,POSITIVE,0.7258608937000001,"RT @premium_indie: RT READ SUICIDE SEEDS
HIGH OCTANE #GMO THRILLER
#99cents 💥 https://t.co/Tj9ThaofXH
That cup of rice could be your last.…",,Sun Mar 18 05:17:14 +0000 2018,,en,0,0,False,0,False,0,1521350234611,58,61,2769
Sandor Schoichet,"San Francisco, CA",POSITIVE,0.7736628652,Ontogeny is deeply mysterious. https://t.co/VKKQlqk7tK,Pacific Time (US & Canada),Sun Mar 18 05:17:41 +0000 2018,,en,0,0,False,0,False,0,1521350261315,21,110,1056
浅野耀子（さざれ石の会）,日本 母親&専業主婦の世界,NEUTRAL,0.5914562345000001,"とうもろこしの #遺伝子組み換え

ということは、スナック菓子がアウト
水飴、コーンスターチは数多のお菓子に入っているので、子供達が大好きなスナック菓子がアウト

子供たちで #人体実験 をさせないためにパブコメを送ろう！ https://t.co/0IlgGhLUbL",,Sun Mar 18 05:17:45 +0000 2018,,ja,0,0,False,0,False,0,1521350265906,1384,1483,18828
Nourreddine MESSAD,Algérie,POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",Athens,Sun Mar 18 05:18:36 +0000 2018,,en,0,0,False,0,False,0,1521350316760,123,854,2044
浅野耀子（さざれ石の会）,日本 母親&専業主婦の世界,POSITIVE,0.6271576285,RT @hazukinotaboo2: [緊急拡散] パブリックコメント: 遺伝子組換えダイズ、トウモロコシ、トマト及びファレノプシス(コチョウラン)の第一種使用等に関する承認に先立っての意見募集 3月30日締切　農林水産省が意見公募 https://t.co/nshiAY2A…,,Sun Mar 18 05:18:43 +0000 2018,,ja,0,0,False,0,False,0,1521350323490,1384,1483,18829
なのぱぱ,埼玉県,NEUTRAL,0.5126085281,"RT @asano_yoko: とうもろこしの #遺伝子組み換え

ということは、スナック菓子がアウト
水飴、コーンスターチは数多のお菓子に入っているので、子供達が大好きなスナック菓子がアウト

子供たちで #人体実験 をさせないためにパブコメを送ろう！ https://t.c…",,Sun Mar 18 05:19:09 +0000 2018,,ja,0,0,False,0,False,0,1521350349626,333,184,30391
About cat welfare 猫,日本国　樺太　コルサコフ（大泊）　Japan　 Корсаков　 اليابان,NEUTRAL,0.5126085281,"RT @asano_yoko: とうもろこしの #遺伝子組み換え

ということは、スナック菓子がアウト
水飴、コーンスターチは数多のお菓子に入っているので、子供達が大好きなスナック菓子がアウト

子供たちで #人体実験 をさせないためにパブコメを送ろう！ https://t.c…",,Sun Mar 18 05:20:18 +0000 2018,,ja,0,0,False,0,False,0,1521350418973,1243,1846,77498
ConspiracyArchitect,Southern California,NEGATIVE,0.23207989340000001,#Conspiracy or coincidence? https://t.co/KIfybtHaYz,America/Los_Angeles,Sun Mar 18 05:20:36 +0000 2018,,en,0,0,False,0,False,0,1521350436340,726,375,46165
Ethylene Glycol,"Edmonton, Alberta",NEUTRAL,0.4138457775,"Just want to let the packaged food industry know that I'm only buying products labelled as ""non-GMO"" because I want… https://t.co/6ScOBircKh",Mountain Time (US & Canada),Sun Mar 18 05:21:18 +0000 2018,,en,0,0,False,0,False,0,1521350478209,598,1891,8174
ganmo141　反新自由主義,,POSITIVE,0.6271576285,RT @hazukinotaboo2: [緊急拡散] パブリックコメント: 遺伝子組換えダイズ、トウモロコシ、トマト及びファレノプシス(コチョウラン)の第一種使用等に関する承認に先立っての意見募集  3月30日締切　環境省が意見公募 https://t.co/mFOBbrJkk…,Irkutsk,Sun Mar 18 05:21:45 +0000 2018,,ja,0,0,False,0,False,0,1521350505331,2435,1479,94443
Hawaii FarmersUnited,Hawaii,NEUTRAL,0.5947890878000001,"No pinching farmers, were green!

H/t GMO Answers https://t.co/Xhw9YAQT97",,Sun Mar 18 05:21:56 +0000 2018,,en,0,0,False,0,False,0,1521350516356,491,495,2063
Brittany 🇺🇸 💜,The Midwest Baby!!,NEGATIVE,0.351041317,RT @NonGMOProject: #nonGMO beer options? How lucky are we?! PS. There are non-alcoholic options too. #stpatricksday https://t.co/8Nm9Lv1GH6,Central Time (US & Canada),Sun Mar 18 05:22:14 +0000 2018,,en,0,0,False,0,False,0,1521350534208,179,180,1754
まいこぅみ@舞小海,アメリカの占領下,POSITIVE,0.6271576285,RT @hazukinotaboo2: [緊急拡散] パブリックコメント: 遺伝子組換えダイズ、トウモロコシ、トマト及びファレノプシス(コチョウラン)の第一種使用等に関する承認に先立っての意見募集 3月30日締切　農林水産省が意見公募 https://t.co/nshiAY2A…,,Sun Mar 18 05:22:51 +0000 2018,,ja,0,0,False,0,False,0,1521350571291,900,129,38058
Mary Annoni,,NEGATIVE,0.3797563612,RT @JZKnight: CONFIRMED: DNA From Genetically Modified Crops Can Be Transferred Into Humans Who Eat Them https://t.co/ea5qsy0oNL,,Sun Mar 18 05:22:57 +0000 2018,,en,0,0,False,0,False,0,1521350577626,14,120,58
Brad Cook,,NEGATIVE,0.3797563612,RT @JZKnight: CONFIRMED: DNA From Genetically Modified Crops Can Be Transferred Into Humans Who Eat Them https://t.co/ea5qsy0oNL,,Sun Mar 18 05:23:12 +0000 2018,,en,0,0,False,0,False,0,1521350592789,25,62,124
RoRo,Philippines,NEGATIVE,0.39825919270000004,"RT @myaccnoturs: GMOunit, all out ang support ng gmo sa DK. Tunulong pa sa poll haha! But seryoso, all out talaga ang support nila. Nakakat…",Pacific Time (US & Canada),Sun Mar 18 05:23:55 +0000 2018,,tl,0,0,False,0,False,0,1521350635272,148,246,22010
(｡╹◇╹｡),,POSITIVE,0.6271576285,RT @hazukinotaboo2: [緊急拡散] パブリックコメント: 遺伝子組換えダイズ、トウモロコシ、トマト及びファレノプシス(コチョウラン)の第一種使用等に関する承認に先立っての意見募集 3月30日締切　農林水産省が意見公募 https://t.co/nshiAY2A…,Tokyo,Sun Mar 18 05:24:03 +0000 2018,,ja,0,0,False,0,False,0,1521350643476,370,487,33980
uheho,日本,NEUTRAL,0.5126085281,"RT @asano_yoko: とうもろこしの #遺伝子組み換え

ということは、スナック菓子がアウト
水飴、コーンスターチは数多のお菓子に入っているので、子供達が大好きなスナック菓子がアウト

子供たちで #人体実験 をさせないためにパブコメを送ろう！ https://t.c…",Irkutsk,Sun Mar 18 05:24:20 +0000 2018,,ja,0,0,False,0,False,0,1521350660256,410,494,127041
高橋裕美＠相互フォローの輪,,NEGATIVE,0.18989536170000001,仮想通貨GMOコインで安全に口座開設する方法https://t.co/zIsTIvoQbg,,Sun Mar 18 05:24:27 +0000 2018,,ja,0,0,False,0,False,0,1521350667829,3103,3626,99320
Владимир Демьянов,Москва,NEGATIVE,0.213047117,"#sunflower #soybean #rapeseed  #crude #oil 
We produce only crude vegetable oil: Sunflower &amp; Soybean &amp; Rapeseed. Do… https://t.co/EKqm2H9uyz",Abu Dhabi,Sun Mar 18 05:24:55 +0000 2018,,en,0,0,False,0,False,0,1521350695545,72,149,219
なのぱぱ,埼玉県,NEUTRAL,0.4904841185,"モンサントの遺伝子組換え大豆を認めるな！

https://t.co/uQWKZiJfur",,Sun Mar 18 05:25:32 +0000 2018,,ja,0,0,False,0,False,0,1521350732575,333,184,30391
Raviraj Banakar,"Iowa State University, IA, US",NEGATIVE,0.1769706607,RT @RajivParvath: Really sucks when the brands you like go non-gmo verified and you need to stop buying them out of principle.  I guess I n…,Pacific Time (US & Canada),Sun Mar 18 05:26:40 +0000 2018,,en,0,0,False,0,False,0,1521350800435,191,307,760
Beck,,POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",Jakarta,Sun Mar 18 05:27:01 +0000 2018,,en,0,0,False,0,False,0,1521350821756,564,1183,23698
neti7,,POSITIVE,0.6002345681,"東証一部上場]GMOインターネットが運営する【 ConoHa VPS 】は、
Webからのお申し込み後すぐに使える、高速で高性能なレンタルサーバーです。
https://t.co/tJ6qTEl7Ld  https://t.co/FDkMc2zgLq",Pacific Time (US & Canada),Sun Mar 18 05:27:41 +0000 2018,,ja,0,0,False,0,False,0,1521350861564,920,973,8612
チャットレディー,,POSITIVE,0.6002345681,"東証一部上場]GMOインターネットが運営する【 ConoHa VPS 】は、
Webからのお申し込み後すぐに使える、高速で高性能なレンタルサーバーです。
https://t.co/RbCtbVevH7  https://t.co/Hr3uTSq93Y",,Sun Mar 18 05:27:43 +0000 2018,,ja,0,0,False,0,False,0,1521350863077,1394,1584,7055
みんなのサービス,,NEUTRAL,0.530613184,GMOインターネット株式会社【GMOとくとくBB】申込募集（09-0916） ＧＭＯインターネット株式会社「東証一部上場企業」 プロバイダー「GMOとくとくBB」の入会促進プログラムです。 https://t.co/3NkLFPQQjU a8n ent,,Sun Mar 18 05:28:07 +0000 2018,,ja,0,0,False,0,False,0,1521350887005,219,417,112819
🌹KISSES BEB🔴,Republic of the Philippines,NEGATIVE,0.39825919270000004,"RT @myaccnoturs: GMOunit, all out ang support ng gmo sa DK. Tunulong pa sa poll haha! But seryoso, all out talaga ang support nila. Nakakat…",,Sun Mar 18 05:28:22 +0000 2018,,tl,0,0,False,0,False,0,1521350902382,675,849,15248
Jacob Weiskopf 👑,"Northville, MI",POSITIVE,0.7171975374,"RT @BarstoolUofM: Clutch gene: 

1. An expression to describe an athlete's ability to perform well at the end of the game when there is a l…",,Sun Mar 18 05:28:25 +0000 2018,,en,0,0,False,0,False,0,1521350905186,82,227,930
Laura Stanley,,POSITIVE,0.6695002913,"RT @apandersen: Skal GMO Være Et Fy-Ord? Ikke hvis du spørger de forskere, der bruger genmodificerede organismer til at løse verdensproblem…",,Sun Mar 18 05:28:32 +0000 2018,,da,0,0,False,0,False,0,1521350912210,5,134,19
成長したい中高生に贈る,日本,POSITIVE,0.6150379181,"手帳に夢を書き込む。そして、それをトイレに行く時も、お風呂に入る時も、片時も離さず持ち歩き、繰り返し読み返していました。

熊谷正寿　（GMO、お名前ドットコムなど　創業者）",Tokyo,Sun Mar 18 05:28:37 +0000 2018,,ja,0,0,False,0,False,0,1521350917843,126,889,14784
Brighter,,POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",,Sun Mar 18 05:28:54 +0000 2018,,en,0,0,False,0,False,0,1521350934429,75,824,543
Doug Schlitte,"Red Lion, PA",NEGATIVE,0.1389640719,RT @mickeyduckman: That..and he is completely inconsiderate of any such thing as a human right 🤷‍♂️ https://t.co/JFlMzx9t5C,,Sun Mar 18 05:29:51 +0000 2018,,en,0,0,False,0,False,0,1521350991898,175,229,4481
sasnori,MILANO　ITALIA  時々日本に帰国,NEUTRAL,0.5126085281,"RT @asano_yoko: とうもろこしの #遺伝子組み換え

ということは、スナック菓子がアウト
水飴、コーンスターチは数多のお菓子に入っているので、子供達が大好きなスナック菓子がアウト

子供たちで #人体実験 をさせないためにパブコメを送ろう！ https://t.c…",Rome,Sun Mar 18 05:30:03 +0000 2018,,ja,0,0,False,0,False,0,1521351003636,1248,1980,85990
Farm Fairy Crafts,"Austin, Texas",NEGATIVE,0.0398562513,"Monsanto 'Science' is the very Definition of Anti-Science. 
#GMO",Central Time (US & Canada),Sun Mar 18 05:30:18 +0000 2018,,en,0,0,False,0,False,0,1521351018275,28404,21269,668562
BigGreenExchange.com,"California, USA",NEGATIVE,0.2291848958,"CA ONLY! 99.9% Pure CBD Isolate This CBD isolate is a pure isolate powder containing 99.9% CBD, our highest concent… https://t.co/cz2IAUyXs2",Pacific Time (US & Canada),Sun Mar 18 05:30:39 +0000 2018,,en,0,0,False,0,False,0,1521351039149,2570,4935,136952
Just plain LIVING,"Nova Scotia, Canada",POSITIVE,0.7344975471,"RT @FarmFairyCrafts: For #GMO Labeling Advocates, It Doesn't Get Much Darker Than This: https://t.co/6VxG0DZvpH 

Great Piece via @CareyGil…",Atlantic Time (Canada),Sun Mar 18 05:31:27 +0000 2018,,en,0,0,False,0,False,0,1521351087759,4273,3194,120643
SilentjeanCK,I live inside my head...,NEGATIVE,0.39825919270000004,"RT @myaccnoturs: GMOunit, all out ang support ng gmo sa DK. Tunulong pa sa poll haha! But seryoso, all out talaga ang support nila. Nakakat…",Pacific Time (US & Canada),Sun Mar 18 05:32:00 +0000 2018,,tl,0,0,False,0,False,0,1521351120737,81,131,929
Martin Diaz Alvarez,Miami,NEGATIVE,0.18098676200000002,"GMO Internet Eyes August Launch for Crypto Cloud Mining Service

GMO Internet Eyes August Launch for Crypto Cloud M… https://t.co/0kEXC3vMpF",,Sun Mar 18 05:32:05 +0000 2018,,en,0,0,False,0,False,0,1521351125938,6984,7570,57408
YongPong,,NEUTRAL,0.4921935797,RT @Blockchainlife: Japanese giant GMO Internet Group has mined $3 million USD worth of #Cryptocurrency in three months. Besides mining #Bi…,,Sun Mar 18 05:32:31 +0000 2018,,en,0,0,False,0,False,0,1521351151451,1,0,656
rave,,POSITIVE,0.952264905,DINOSAUR ATA GUSTO I-GMO. PAWER ☝🏻,,Sun Mar 18 05:32:51 +0000 2018,,tl,0,0,False,0,False,0,1521351171415,940,428,36619
Rafael Moya,,POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",Santiago,Sun Mar 18 05:34:13 +0000 2018,,en,0,0,False,0,False,0,1521351253951,370,234,8405
Andrea Slack,Wisconsin,NEGATIVE,0.2516382039,RT @FLGenomics: Men and women suffering from Major Depressive Disorder (MDD) experience opposite changes in gene expression of the same loc…,America/Chicago,Sun Mar 18 05:34:25 +0000 2018,,en,0,0,False,0,False,0,1521351265909,651,3254,1933
Talee,"Colorado, USA",POSITIVE,0.7258608937000001,"RT @premium_indie: RT READ SUICIDE SEEDS
HIGH OCTANE #GMO THRILLER
#99cents 💥 https://t.co/Tj9ThaofXH
That cup of rice could be your last.…",Central Time (US & Canada),Sun Mar 18 05:34:36 +0000 2018,,en,0,0,False,0,False,0,1521351276383,916,759,5827
Rasica Volubrjotr,United States,NEGATIVE,0.1389943957,RT @chrisrobisonnet: China Becomes 2nd Biggest Importer Behind Turkey of Russian Food Products: Dumps U.S. GMO Corn https://t.co/NFIkUWnGGO…,,Sun Mar 18 05:35:18 +0000 2018,,en,0,0,False,0,False,0,1521351318170,158,159,5246
⚡Bonobo⚡,,NEUTRAL,0.5429383516,RT @NonGMOProject: Germany's new government favors a nationwide ban on planting genetically modified crops. https://t.co/Ez9J78d4YI,Mountain Time (US & Canada),Sun Mar 18 05:35:44 +0000 2018,,en,0,0,False,0,False,0,1521351344343,13,193,111
Jack Wilde,"Melbourne, Australia",NEGATIVE,0.3390650153,"Astronaut’s Gene Expression No Longer Same as His Identical Twin, NASA Finds https://t.co/3rSWq2yPJb",Hawaii,Sun Mar 18 05:38:06 +0000 2018,,en,0,0,False,0,False,0,1521351486346,41,30,4445
笑われ男＠只今、調査中につき…,The Net (internet),NEUTRAL,0.5189325809,"RT @nananonopapa: モンサントの遺伝子組換え大豆を認めるな！

https://t.co/uQWKZiJfur",Tokyo,Sun Mar 18 05:38:18 +0000 2018,,ja,0,0,False,0,False,0,1521351498258,2401,2112,102612
Lekgolo,Johannesburg,NEGATIVE,0.1426139325,@ChristoThurston Arent those genetically modified bananas?,Pacific Time (US & Canada),Sun Mar 18 05:38:31 +0000 2018,,en,0,0,False,0,False,0,1521351511314,142,346,1744
ANN / FARMINGPORTAL,Pretoria South Africa,NEUTRAL,0.47599563,Disease-resistant #GMO crops can reduce pesticide use—if environmental activists do not block them https://t.co/0Pa1x6qWk2,Amsterdam,Sun Mar 18 05:38:53 +0000 2018,,en,0,0,False,0,False,0,1521351533449,2034,507,18659
⚡Bonobo⚡,,NEGATIVE,0.3393163383,@GovCanHealth https://t.co/ejsRpRMgHj,Mountain Time (US & Canada),Sun Mar 18 05:39:04 +0000 2018,,und,0,0,False,0,False,0,1521351544604,13,193,111
u3Y4BDE,,POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",Central Time (US & Canada),Sun Mar 18 05:39:32 +0000 2018,,en,0,0,False,0,False,0,1521351572306,10490,11537,135213
Fast Co. Ideas,"New York, NY",POSITIVE,0.9866260290000001,"This new standard combines the best of all the usual players—fair trade, humane, non-GMO—into one label that aims t… https://t.co/7nJ6yiULVA",Eastern Time (US & Canada),Sun Mar 18 05:40:01 +0000 2018,,en,0,0,False,0,False,0,1521351601635,212539,861,55111
日給５万円＠投資家クラブ,,NEUTRAL,0.5680890083,イヤな思いをさせられた 理由が何であれ、 そこから学ぶべきものが 何かあるはず。 #熊谷正寿(GMOの創業者) https://t.co/SLroEUjOTX,,Sun Mar 18 05:40:06 +0000 2018,,ja,0,0,False,0,False,0,1521351606917,128,1442,1485
ちょちょ,日本 東京,NEUTRAL,0.5521089435000001,https://t.co/qvVVITmrFi #ドコモ #docomo #au #WiFi #ワイファイ #Wi-Fi #BIGLOBE #GMO #WiMAX #ワイマックス #IP電話 #050plus #通話料,,Sun Mar 18 05:40:35 +0000 2018,,und,0,0,False,0,False,0,1521351635151,376,611,16435
Proper Villains,"Manhattan, NY",POSITIVE,0.6111339331,"When genetic engineering finally kicks off, I just want smaller thumbs.",Quito,Sun Mar 18 05:43:04 +0000 2018,,en,0,0,False,0,False,0,1521351784263,2705,660,14984
Suissa das Cryptos,Qualquer lugar.,POSITIVE,0.6699747443,"RT @futurism: If you needed proof that scientists can re-engineer life, here it is. https://t.co/UFd9h06b93",Brasilia,Sun Mar 18 05:43:17 +0000 2018,,en,0,0,False,0,False,0,1521351797222,3824,926,78409
